lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_1,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>Choose the area of a sector in radius whose radian is <span class=""math-tex"">\(\frac{\pi}{4}\)</span>  and a radius of 4.</p>
",<p><span class="math-tex">\(\pi\)</span></p>,<p><span class="math-tex">\(2\pi\)</span></p>,<p><span class="math-tex">\(3\pi\)</span></p>,<p><span class="math-tex">\(4\pi\)</span></p>,0,1,0,0,"
<h3>Solution:</h3>
<p><span class=""math-tex"">\(\text{sector area}=\frac{radian}{2}\times r^2\\
=\frac{\frac{\pi}{4}}{2}\times 4^2\\
=2\pi\)</span></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_2,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>Assertion (A): The distance around a circle is its circumference.</p>
<p>Reason (R): In case of circle, perimeter is known as circumference</p>
",<p>Both (A) and (R) true (This means R is a correct explanation of A)</p>,<p>Both (A) and (R) are true but (R) is not the correct explanation of (A).     </p>,"<p>(A) is true, (R) is false</p>","<p>(A) is false, (R) is true</p>",1,0,0,0,"
<h3>Solution:</h3>
<p>Both statements are true and the distance around the circle is known as circumference.</p>
<p>We usually use the word circumference instead of perimeter.</p>
<p><img alt="""" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/media_library/media_file_MTA1NDE3MTk0MTUyNjYzNTQxMg==.jpg"" style=""width: 217px; height: 211px;""/></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_3,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>Find the are of the shaded region if PQ = 24 cm, PR = 7 cm and O is the centre of the circle.</p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.Area-related-to-circle_Page_141_12Q.jpg"" style=""width:200px""/></p>
",<p>126 cm²</p>,<p>126.644 cm²</p>,<p>127 cm²</p>,<p>127.644 cm²</p>,0,1,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_4,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>In figure, PQL and PRM are tangent to the circle with centre with centre 0 at the points P and R respectively and S is a point on the circle such that ∠SQL = 40° and ∠SRM = 70°. Then find ∠QSR.</p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.CBSC_SP_03_10Q.jpg"" style=""width:200px""/></p>
",<p>20°</p>,<p>40°</p>,<p>50°</p>,<p>70°</p>,0,0,0,1,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_5,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>Area of shaded region ______</p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1526711757.jpg"" style=""width:200px""/></p>
",<p>145.23 cm<span class="math-tex">\(^2\)</span></p>,<p>201.12 <span class="math-tex">\(^2\)</span></p>,<p>233.35 cm<span class="math-tex">\(^2\)</span></p>,<p>326.58 cm<span class="math-tex">\(^2\)</span></p>,0,0,1,0,"
<h3>Solution:</h3>
<p><span class=""math-tex"">\(S^2-\pi r^2\\
=33 \times 33-\frac{22}{7}\times 16.5\times 16.5\\
=1089-855.64\\
=233.35\)</span></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_6,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>If the perimeter of a circle is equal to that of a square, then the ratio of their area is </p>
",<p><span class="math-tex">\(22:7\)</span></p>,<p><span class="math-tex">\(14:11\)</span></p>,<p><span class="math-tex">\(7:22\)</span></p>,<p><span class="math-tex">\(11:14\)</span></p>,0,1,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_7,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>An umbrella has 9 ribs which are equally speed. Choose the angle made by two consecutive ribs at the centre</p>
",<p>30<span class="math-tex">\(^0\)</span></p>,<p>40<span class="math-tex">\(^0\)</span></p>,<p>90<span class="math-tex">\(^0\)</span></p>,<p>100<span class="math-tex">\(^0\)</span></p>,0,1,0,0,"
<h3>Solution:</h3>
<p>360/9 = 40<span class=""math-tex"">\(^0\)</span></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_8,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>The figure is a running track with semicircular ends of diameter 7 cm. Find the length of the track as per given dimensions. </p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.27627.jpg"" style=""width:200px""/></p>
",<p>22</p>,<p>21</p>,<p>42</p>,<p>44</p>,0,0,1,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_9,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>If the area of 2 circles are in the ratio of 2 :11, then Choose the ratio of their radius</p>
",<p>2 : 11</p>,<p>3 : 5</p>,<p>1 : 8</p>,<p>2:5</p>,1,0,0,0,"
<h3>Solution:</h3>
<p>Area of a circle = <span class=""math-tex"">\(\pi r^2\)</span><br/>
Let the radii of two circles be r<sub>1</sub> and r<sub>2</sub>.<br/>
Ratio of their circumferences = <span class=""math-tex"">\(\pi r_1^2 : \pi r_2^2\)</span><br/>
<span class=""math-tex"">\(\pi r_1^2 : \pi r_2^2\)</span>= 2 : 11<br/>
r<sub>1</sub> : r<sub>2</sub> = 2 : 11</p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_10,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
									A point P is 13 cm from the centre of the circle. The length of the tangent drawn from P to the circle is 12 cm. Find the radius of the circle.									
																		
								","
												4												
																								
											  ","
												5												
																								
											  ","
												6												
																								
											  ","
												8												
																								
											  ",0,1,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_11,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>The circumference of a circle is always more than three times its ______.</p>
",<p>Radius</p>,<p>Area</p>,<p>Diameter</p>,<p>None of the above</p>,0,0,1,0,"
<h3>Solution:</h3>
<p>The circumference of a circle is always more than three times its diameter</p>
<p><img alt="""" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/media_library/media_file_MTQ4MjMyNTA3OTE1MjY2MzU1NTM=.jpg"" style=""width: 271px; height: 79px;""/></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_12,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>Which among the options is true--</p>
","<p>If the sum of the areas of two circles with radii R<span class=""math-tex"">\(_1\)</span> and R<span class=""math-tex"">\(_2\)</span> is equal to the area of a circle of radius R, then R<span class=""math-tex"">\(^2\)</span>=R<span class=""math-tex"">\(_1\)</span><span class=""math-tex"">\(^2\)</span> - R<span class=""math-tex"">\(_2\)</span><span class=""math-tex"">\(^2\)</span></p>","<p>If the sum of the areas of two circles with radii R<span class=""math-tex"">\(_1\)</span> and R<span class=""math-tex"">\(_2\)</span> is equal to the area of a circle of radius R, then R<span class=""math-tex"">\(^2\)</span>=R<span class=""math-tex"">\(_1\)</span><span class=""math-tex"">\(^2\)</span> + R<span class=""math-tex"">\(_2\)</span><span class=""math-tex"">\(^2\)</span></p>","<p>If the sum of the areas of two circles with radii R<span class=""math-tex"">\(_1\)</span> and R<span class=""math-tex"">\(_2\)</span> is equal to the area of a circle of radius R, then R=R<span class=""math-tex"">\(_1\)</span> + R<span class=""math-tex"">\(_2\)</span></p>","<p>If the sum of the areas of two circles with radii R<span class=""math-tex"">\(_1\)</span> and R2<span class=""math-tex"">\(_2\)</span>is equal to the area of a circle of radius R, then R2=R12 &gt; R<span class=""math-tex"">\(_2\)</span>2</p>",0,1,0,0,"
<h3>Solution:</h3>
<p>If the sum of the areas of two circles with radii R<span class=""math-tex"">\(_1\)</span> and R<span class=""math-tex"">\(_2\)</span> is equal to the area of a circle of radius R, then R<span class=""math-tex"">\(^2\)</span>=R<span class=""math-tex"">\(_1\)</span><span class=""math-tex"">\(^2\)</span> + R<span class=""math-tex"">\(_2\)</span><span class=""math-tex"">\(^2\)</span></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_13,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>A chord AB of a circle of radius 14cm makes a right angle at the centre (O) of the circle. Find the area of the minor segment. <span class=""math-tex"">\(\left(Use\space\pi={22\over7}\right)\)</span></p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.CBSC_SP_05_13Q.jpg"" style=""width:200px""/></p>
",<p>28cm²</p>,<p>56cm²</p>,<p>35cm²</p>,<p>42cm²</p>,0,1,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_14,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>The radii of two circles are 4 cm and 3 cm. Find the radius of the circle whose area is equal to the sum of the areas of the two circles. Also find the circumference of this circle. </p>
","<p>5, 31.4</p>","<p>4, 25.1</p>","<p>3, 18.8</p>","<p>6, 37.6</p>",1,0,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_15,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>In the given figure, the radii of two concentric circles are 13cm and 8cm. AB is diameter of the bigger circle. BD is the tangent to the smaller circle touching it at D. Find the length AD.</p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.CBSC_SP_SA-II_14Q.jpg"" style=""width:200px""/></p>
",<p>16</p>,<p>17</p>,<p>18</p>,<p>19</p>,0,0,0,1,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_16,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>What kind of number is <span class=""math-tex"">\(\pi\)</span> ?</p>
",<p>Rational number</p>,<p>Irrational number</p>,<p>Natural number</p>,<p>Integer</p>,0,1,0,0,"
<h3>Solution:</h3>
<p><span class=""math-tex"">\(\pi\)</span> is an irrational number</p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_17,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>In Figure 6, an athletic track, 14 m wide, consists of two straight sections of 120 m length joining semi-circular ends whose inner radius is 35 m. Calculate the area of shaded region. <span class=""math-tex"">\((Use\space \pi={22\over7})\)</span> </p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.27903.jpg"" style=""width:200px""/></p>
",<p><span class="math-tex">\(7506\space m^2\)</span></p>,<p><span class="math-tex">\(7056\space m^2\)</span></p>,<p><span class="math-tex">\(7605\space m^2\)</span></p>,<p><span class="math-tex">\(7560\space m^2\)</span></p>,0,1,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_18,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p><strong>______ is the distance around a closed figure whereas area is the part of plane occupied by the closed figure.</strong></p>
",<p>Perimeter</p>,<p>Perpendicular</p>,<p>Length</p>,<p>Breadth </p>,1,0,0,0,"
<h3>Solution:</h3>
<p>Perimeter is the distance around a closed figure whereas area is the part of plane occupied by the closed figure.</p>
<p><img alt="""" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/media_library/media_file_MTM0MTcyNzc1MTE1MjY2MzM2Mzk=.jpg"" style=""width: 276px; height: 200px;""/></p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_19,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>What is the ratio of the areas of a circle and an equilateral triangle whose diameter and a side are respectively equal. </p>
",<p><span class="math-tex">\(\pi:1\)</span></p>,<p><span class="math-tex">\(\pi:2\)</span></p>,<p><span class="math-tex">\(\pi:3\)</span></p>,<p><span class="math-tex">\(\pi:\sqrt3\)</span></p>,0,0,0,1,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_20,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>If the perimeter and area of circle are numerically equal, then the radius of the circle is </p>
",<p><span class="math-tex">\(2\space units\)</span></p>,<p><span class="math-tex">\(\pi\space units\)</span></p>,<p><span class="math-tex">\(4\space units\)</span></p>,<p><span class="math-tex">\(7\space units\)</span></p>,1,0,0,0,Non
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_21,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>The radius of the wheel of a bus is 21cm, how many revolutions per minute must a wheel make in order to move at a speed  of 19.8 km/h</p>
",<p>100 revolution</p>,<p>150 revolution</p>,<p>200 revolution</p>,<p>250 revolution</p>,0,0,0,1,"
<h3>Solution:</h3>
<p>Radius of the wheel of bus = 21 cm = 0.21 m</p>
<p>Distance covered in one revolution</p>
<p>= Circumference of the wheel</p>
<p>= 2πr</p>
<p>= 2×22/7 × 0.21</p>
<p>= 1.32m</p>
<p> </p>
<p>Speed = Distance/Time</p>
<p>19.8 km/hour</p>
<p>= 19800/60 m/min</p>
<p>= 330 m per min</p>
<p>No of revolution to move at 1100m/min speed</p>
<p>= 330/1.32</p>
<p>= 250 revolutions</p> "
lib-block-v1:Beatrix-techCBSEtype@problem+block@Mathematics10_22,CBSE,10,Mathematics,areas-related-to-circles,,1,3,-1,SMCQ,,"
<p>In the given Figure, find the area of the shaded design, where ABCD is a square of side 10 cm and semi circles are drawn with each side of the square as diameter. <span class=""math-tex"">\((use\space \pi=3.14)\)</span></p>
<p style=""margin-top:15px;""><img class=""quesimg"" src=""https://s3-ap-southeast-1.amazonaws.com/mpt15awshkbkt1/testhub_images/india/qdescimage_1512717296.27522.jpg"" style=""width:200px""/></p>
",<p><span class="math-tex">\(50\space cm^2\)</span></p>,<p><span class="math-tex">\(43\space cm^2\)</span></p>,<p><span class="math-tex">\(57\space cm^2\)</span></p>,<p><span class="math-tex">\(55\space cm^2\)</span></p>,0,0,1,0,Non
