lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_0,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,  ,"<html><body><p><strong>Rotting garbage dumps and by fossil fuels or when vegetation is burnt, paddy fields, coal mines, large amounts of one of the following gases are released :</strong></p></body></html>",<html><body><p>methane</p></body></html>,<html><body><p>CFC</p></body></html>,<html><body><p>nitrous oxide</p></body></html>,<html><body><p>ethane</p></body></html>,1,0,0,0,<html><body><p>All these releases methane.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_1,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,  ,<html><body><p><strong>Avoiding burning of dry leaves and wood will help in reducing :</strong></p></body></html>,<html><body><p>greenhouse gases</p></body></html>,<html><body><p>reduce the production of sulphur dioxide</p></body></html>,<html><body><p>reduce the production of nitrous oxide</p></body></html>,<html><body><p>global warming</p></body></html>,0,0,0,1,<html><body><p>Avoiding burning of dry leaves and wood will help in reducing global warming because there will be a reduction in emission of greenhouse gases in excess.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_2,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,  ,<html><body><p><strong>Which of the following is a macronutrient?</strong></p></body></html>,<html><body><p>boron</p></body></html>,<html><body><p>carbon</p></body></html>,<html><body><p>copper</p></body></html>,<html><body><p>iron</p></body></html>,0,1,0,0,"<html><body><p>Macronutrients are-  C, H, O, N, P, Mg, S, K, Ca.</p></body></html>"
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_3,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,  ,<html><body><p><strong>Increase in the global temperature increases the incidence of :</strong></p></body></html>,<html><body><p>AIDS</p></body></html>,<html><body><p>Cirrhosis</p></body></html>,<html><body><p>Tuberculosis</p></body></html>,<html><body><p>Dengue</p></body></html>,0,0,0,1,<html><body><p>Increase in the global temperature increases the incidence of dengue because of raised optimum temperature conditions for its vector or carrier.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_4,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,,<html><body><p><strong>The formation of acid rain can be reduced :</strong></p></body></html>,<html><body><p>by reducing the emission of sulphur dioxide and nitrogen dioxide in the atmosphere.</p></body></html>,<html><body><p>by increasing the emission of sulphur dioxide and nitrogen dioxide in the atmosphere.</p></body></html>,<html><body><p>by reducing the emission of chlorine and nitrogen dioxide in the atmosphere.</p></body></html>,<html><body><p>by reducing the emission of carbon monoxide and hydrogen peroxide in the atmosphere.</p></body></html>,1,0,0,0,<html><body><p>The formation of acid rain can be reduced by reducing the emission of sulphur dioxide and nitrogen dioxide in the atmosphere which react with water to form respective acids.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_5,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,,<html><body><p><strong>Catalytic converters must be used in cars to reduce the effect of exhaust fumes on the atmosphere. The converter should contain one of the following main components:</strong></p></body></html>,<html><body><p>ceramic honeycomb coated with nonmetals</p></body></html>,"<html><body><p>plastic comb coated with Pd, Pt</p></body></html>",<html><body><p>plastic comb coated with Rh</p></body></html>,<html><body><p>ceramic honeycomb coated with precious metals</p></body></html>,0,0,0,1,<html><body><p>The converter should contain ceramic honeycomb coated with precious metals which converts the highly toxic emissions to less toxic ones.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_6,CBSE,11,Chemistry,Environmental Chemistry, ,1,3,-1,SMCQ,,<html><body><p> Requirement of macronutrient per acre of the land is</p></body></html>,<html><body><p>30-400 kg</p></body></html>,<html><body><p>20-200 kg</p></body></html>,<html><body><p>200-400 kg</p></body></html>,<html><body><p>5 to 200 kg </p></body></html>,0,0,0,1,<html><body><p>Requirement of macronutrient per acre of the land is\r\n5 to 200 kg\r\n</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_7,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Three elements needed for the healthy growth of plants are :</strong></p></body></html>,"<html><body><p>N, K and C</p></body></html>","<html><body><p>N, Ca and P</p></body></html>","<html><body><p>N, S and P</p></body></html>","<html><body><p>N, P and K</p></body></html>",0,0,0,1,"<html><body><p>Nitrogen , phosphorus, and potassium are macronutrients and needed in comparatively larger concentration.</p></body></html>"
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_8,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Which of the following is not a secondary pollutant :</strong></p></body></html>,<html><body><p>sulphuric acid</p></body></html>,<html><body><p>carbonic acid</p></body></html>,<html><body><p>ozone</p></body></html>,<html><body><p>carbon dioxide</p></body></html>,0,0,0,1,<html><body><p>CO<sub>2</sub> is a primary pollutant.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_9,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Residence time of methane in the atmosphere is :</strong></p></body></html>,<html><body><p>2 - 3 years</p></body></html>,<html><body><p>3 - 7 days</p></body></html>,<html><body><p>2 -3 days</p></body></html>,<html><body><p>3 - 7 years</p></body></html>,0,0,0,1,<html><body><p>Residence time of methane in the atmosphere is approximately 8 years.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_10,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Major cause of SO<sub>2</sub> on global scale is :</strong></p></body></html>,<html><body><p>electric sparks</p></body></html>,<html><body><p>volcanoes</p></body></html>,<html><body><p>combustion</p></body></html>,<html><body><p>all of these</p></body></html>,0,1,0,0,<html><body><p>Volcanoes are the major cause. As there eruption releases lots of SO<sub>2</sub></p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_11,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Which of the following is not a condition for the formation of smog?</strong></p></body></html>,<html><body><p>winds</p></body></html>,<html><body><p>sufficient NO</p></body></html>,<html><body><p>sunlight</p></body></html>,<html><body><p>less movement of air</p></body></html>,1,0,0,0,<html><body><p>Wind is not required for the formation of smog.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_12,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Incineration of municipal waste is carried out in the temperature range of :</strong></p></body></html>,<html><body><p><span class="math-tex">{tex}{\\text{25}}0{\\text{ to 5}}00^\\circ {\\text{C}}{/tex}</span></p></body></html>,<html><body><p><span class="math-tex">{tex}{\\text{5}}00{\\text{ to 9}}00^\\circ {\\text{C}}{/tex}</span></p></body></html>,<html><body><p><span class="math-tex">{tex}{\\text{95}}0{\\text{ to 13}}00^\\circ {\\text{C}}{/tex}</span></p></body></html>,<html><body><p><span class="math-tex">{tex}{\\text{9}}00{\\text{ to 1}}000^\\circ {\\text{C}}{/tex}</span></p></body></html>,0,0,0,1,<html><body><p>Incineration of muncipal waste is carried out in the temperature range of 900 to 1000°C</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_13,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p>In which of the following layer of atmosphere there is more thickness of ozone layer</p></body></html>,<html><body><p>mesosphere</p></body></html>,<html><body><p>stratosphere</p></body></html>,<html><body><p>photosphere</p></body></html>,<html><body><p>troposphere</p></body></html>,0,1,0,0,<html><body><p>Stratosphere has more thickness of ozone layer as it is the layer where ozone formation occurs.</p></body></html>
lib-block-v1:Beatrix-techCBSEtype@problem+block@Chemistry11_14,CBSE,11,Chemistry,Environmental Chemistry,,1,3,-1,SMCQ,,<html><body><p><strong>Which of the following air pollutants is more dangerous for ozone layer :</strong></p></body></html>,<html><body><p>Oxides of nitrogen</p></body></html>,<html><body><p>CO<sub>2</sub></p></body></html>,<html><body><p>CO</p></body></html>,<html><body><p>CFC</p></body></html>,0,0,0,1,<html><body><p>CFCs are very dangerous for ozone layer as the chlorine free radical involved is released from CFC.</p></body></html>
